1224,Henry V (1989),Henry V ,1989,Action|Drama|Romance|War
1225,Amadeus (1984),Amadeus ,1984,Drama
1226,Quiet Man the (1952),Quiet Man the ,1952,Drama|Romance
1227,Once Upon a Time in America (1984),Once Upon a Time in America ,1984,Crime|Drama
1228,Raging Bull (1980),Raging Bull ,1980,Drama
1230,Annie Hall (1977),Annie Hall ,1977,Comedy|Romance
1231,Right Stuff the (1983),Right Stuff the ,1983,Drama
1232,Stalker (1979),Stalker ,1979,Drama|Mystery|Sci-Fi
1233,Boot Das (Boat the) (1981),Boot the,1981,Action|Drama|War
1234,Sting the (1973),Sting the ,1973,Comedy|Crime
1235,Harold and Maude (1971),Harold and Maude ,1971,Comedy|Drama|Romance
1236,Trust (1990),Trust ,1990,Comedy|Drama|Romance
1237,Seventh Seal the (Sjunde inseglet Det) (1957),Seventh Seal the ,1957,Drama
1238,Local Hero (1983),Local Hero ,1983,Comedy
1240,Terminator the (1984),Terminator the ,1984,Action|Sci-Fi|Thriller
1241,Dead Alive (Braindead) (1992),Dead Alive ,1992,Comedy|Fantasy|Horror
1242,Glory (1989),Glory ,1989,Drama|War
1243,Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead ,1990,Comedy|Drama
1244,Manhattan (1979),Manhattan ,1979,Comedy|Drama|Romance
1245,Miller's Crossing (1990),Miller's Crossing ,1990,Crime|Drama|Film-Noir|Thriller
1246,Dead Poets Society (1989),Dead Poets Society ,1989,Drama
1247,Graduate the (1967),Graduate the ,1967,Comedy|Drama|Romance
1248,Touch of Evil (1958),Touch of Evil ,1958,Crime|Film-Noir|Thriller
1249,Femme Nikita la (Nikita) (1990),Femme Nikita la ,1990,Action|Crime|Romance|Thriller
1250,Bridge on the River Kwai the (1957),Bridge on the River Kwai the ,1957,Adventure|Drama|War
1251,8 1/2 (8½) (1963),8 1/2,1963,Drama|Fantasy
1252,Chinatown (1974),Chinatown ,1974,Crime|Film-Noir|Mystery|Thriller
1253,Day the Earth Stood Still the (1951),Day the Earth Stood Still the ,1951,Drama|Sci-Fi|Thriller
1254,Treasure of the Sierra Madre the (1948),Treasure of the Sierra Madre the ,1948,Action|Adventure|Drama|Western
1255,Bad Taste (1987),Bad Taste ,1987,Comedy|Horror|Sci-Fi
1256,Duck Soup (1933),Duck Soup ,1933,Comedy|Musical|War
1257,Better Off Dead... (1985),Better Off Dead... ,1985,Comedy|Romance
1258,Shining the (1980),Shining the ,1980,Horror
1259,Stand by Me (1986),Stand by Me ,1986,Adventure|Drama
1260,M (1931),M ,1931,Crime|Film-Noir|Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Evil Dead II ,1987,Action|Comedy|Fantasy|Horror
1262,Great Escape the (1963),Great Escape the ,1963,Action|Adventure|Drama|War
1263,Deer Hunter the (1978),Deer Hunter the ,1978,Drama|War
1264,Diva (1981),Diva ,1981,Action|Drama|Mystery|Romance|Thriller
1265,Groundhog Day (1993),Groundhog Day ,1993,Comedy|Fantasy|Romance
1266,Unforgiven (1992),Unforgiven ,1992,Drama|Western
1267,Manchurian Candidate the (1962),Manchurian Candidate the ,1962,Crime|Thriller|War
1268,Pump Up the Volume (1990),Pump Up the Volume ,1990,Comedy|Drama
1269,Arsenic and Old Lace (1944),Arsenic and Old Lace ,1944,Comedy|Mystery|Thriller
1270,Back to the Future (1985),Back to the Future ,1985,Adventure|Comedy|Sci-Fi
1271,Fried Green Tomatoes (1991),Fried Green Tomatoes ,1991,Comedy|Crime|Drama
1272,Patton (1970),Patton ,1970,Drama|War
1273,Down by Law (1986),Down by Law ,1986,Comedy|Drama|Film-Noir
1274,Akira (1988),Akira ,1988,Action|Adventure|Animation|Sci-Fi
1275,Highlander (1986),Highlander ,1986,Action|Adventure|Fantasy
1276,Cool Hand Luke (1967),Cool Hand Luke ,1967,Drama
1277,Cyrano de Bergerac (1990),Cyrano de Bergerac ,1990,Comedy|Drama|Romance
1278,Young Frankenstein (1974),Young Frankenstein ,1974,Comedy|Fantasy
1279,Night on Earth (1991),Night on Earth ,1991,Comedy|Drama
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Raise the Red Lantern ,1991,Drama
1281,Great Dictator the (1940),Great Dictator the ,1940,Comedy|Drama|War
1282,Fantasia (1940),Fantasia ,1940,Animation|Children|Fantasy|Musical
1283,High Noon (1952),High Noon ,1952,Drama|Western
1284,Big Sleep the (1946),Big Sleep the ,1946,Crime|Film-Noir|Mystery
1285,Heathers (1989),Heathers ,1989,Comedy
1286,Somewhere in Time (1980),Somewhere in Time ,1980,Drama|Romance
1287,Ben-Hur (1959),Ben-Hur ,1959,Action|Adventure|Drama
1288,This Is Spinal Tap (1984),This Is Spinal Tap ,1984,Comedy
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Koyaanisqatsi ,1983,Documentary
1290,Some Kind of Wonderful (1987),Some Kind of Wonderful ,1987,Drama|Romance
1291,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade ,1989,Action|Adventure
1292,Being There (1979),Being There ,1979,Comedy|Drama
1293,Gandhi (1982),Gandhi ,1982,Drama
1295,Unbearable Lightness of Being the (1988),Unbearable Lightness of Being the ,1988,Drama
1296,Room with a View a (1986),Room with a View a ,1986,Drama|Romance
1297,Real Genius (1985),Real Genius ,1985,Comedy
1298,Pink Floyd: The Wall (1982),Pink Floyd: The Wall ,1982,Drama|Musical
1299,Killing Fields the (1984),Killing Fields the ,1984,Drama|War
1300,My Life as a Dog (Mitt liv som hund) (1985),My Life as a Dog ,1985,Comedy|Drama
1301,Forbidden Planet (1956),Forbidden Planet ,1956,Drama|Sci-Fi
1302,Field of Dreams (1989),Field of Dreams ,1989,Children|Drama|Fantasy
1303,Man Who Would Be King the (1975),Man Who Would Be King the ,1975,Adventure|Drama
1304,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid ,1969,Action|Western
1305,Paris Texas (1984),Paris Texas ,1984,Drama|Romance
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Until the End of the World ,1991,Adventure|Drama|Sci-Fi
1307,When Harry Met Sally... (1989),When Harry Met Sally... ,1989,Comedy|Romance
1310,Hype! (1996),Hype! ,1996,Documentary
1312,Female Perversions (1996),Female Perversions ,1996,Drama
1317,I'm Not Rappaport (1996),I'm Not Rappaport ,1996,Comedy
1320,Alien³ (a.k.a. Alien 3) (1992),Alien³ ,1992,Action|Horror|Sci-Fi|Thriller
1321,American Werewolf in London an (1981),American Werewolf in London an ,1981,Comedy|Horror|Thriller
1322,Amityville 1992: It's About Time (1992),Amityville 1992: It's About Time ,1992,Horror
1323,Amityville 3-D (1983),Amityville 3-D ,1983,Horror
1324,Amityville: Dollhouse (1996),Amityville: Dollhouse ,1996,Horror
1325,Amityville: A New Generation (1993),Amityville: A New Generation ,1993,Horror
1326,Amityville II: The Possession (1982),Amityville II: The Possession ,1982,Horror
1327,Amityville Horror the (1979),Amityville Horror the ,1979,Drama|Horror|Mystery|Thriller
1328,Amityville Curse the (1990),Amityville Curse the ,1990,Horror
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Blood for Dracula ,1974,Horror
1330,April Fool's Day (1986),April Fool's Day ,1986,Horror
1331,Audrey Rose (1977),Audrey Rose ,1977,Horror
1332,Believers the (1987),Believers the ,1987,Horror|Thriller
1333,Birds the (1963),Birds the ,1963,Horror|Thriller
1334,Blob the (1958),Blob the ,1958,Horror|Sci-Fi
1335,Blood Beach (1981),Blood Beach ,1981,Horror|Mystery
1336,Body Parts (1991),Body Parts ,1991,Horror|Thriller
1337,Body Snatcher the (1945),Body Snatcher the ,1945,Drama|Horror|Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Dracula ,1992,Fantasy|Horror|Romance|Thriller
1340,Bride of Frankenstein the (Bride of Frankenstein) (1935),Bride of Frankenstein the ,1935,Drama|Horror|Sci-Fi
1341,Burnt Offerings (1976),Burnt Offerings ,1976,Horror
1342,Candyman (1992),Candyman ,1992,Horror|Thriller
1343,Cape Fear (1991),Cape Fear ,1991,Thriller
1344,Cape Fear (1962),Cape Fear ,1962,Crime|Drama|Thriller
1345,Carrie (1976),Carrie ,1976,Drama|Fantasy|Horror|Thriller
1346,Cat People (1982),Cat People ,1982,Drama|Fantasy|Horror
1347,Nightmare on Elm Street a (1984),Nightmare on Elm Street a ,1984,Horror|Thriller
1348,Nosferatu (Nosferatu eine Symphonie des Grauens) (1922),Nosferatu ,1922,Horror
1350,Omen the (1976),Omen the ,1976,Horror|Mystery|Thriller
1351,Blood and Wine (Blood & Wine) (1996),Blood and Wine ,1996,Crime|Drama|Thriller
1352,Albino Alligator (1996),Albino Alligator ,1996,Crime|Thriller
1353,Mirror Has Two Faces the (1996),Mirror Has Two Faces the ,1996,Comedy|Drama|Romance
1354,Breaking the Waves (1996),Breaking the Waves ,1996,Drama|Mystery
1355,Nightwatch (1997),Nightwatch ,1997,Horror|Thriller
1356,Star Trek: First Contact (1996),Star Trek: First Contact ,1996,Action|Adventure|Sci-Fi|Thriller
1357,Shine (1996),Shine ,1996,Drama|Romance
1358,Sling Blade (1996),Sling Blade ,1996,Drama
1359,Jingle All the Way (1996),Jingle All the Way ,1996,Children|Comedy
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Paradise Lost: The Child Murders at Robin Hood Hills ,1996,Documentary
1363,Preacher's Wife the (1996),Preacher's Wife the ,1996,Drama
1365,Ridicule (1996),Ridicule ,1996,Drama
1366,Crucible the (1996),Crucible the ,1996,Drama
1367,101 Dalmatians (1996),101 Dalmatians ,1996,Adventure|Children|Comedy
1370,Die Hard 2 (1990),Die Hard 2 ,1990,Action|Adventure|Thriller
1371,Star Trek: The Motion Picture (1979),Star Trek: The Motion Picture ,1979,Adventure|Sci-Fi
1372,Star Trek VI: The Undiscovered Country (1991),Star Trek VI: The Undiscovered Country ,1991,Action|Mystery|Sci-Fi
1373,Star Trek V: The Final Frontier (1989),Star Trek V: The Final Frontier ,1989,Action|Sci-Fi
1374,Star Trek II: The Wrath of Khan (1982),Star Trek II: The Wrath of Khan ,1982,Action|Adventure|Sci-Fi|Thriller
1375,Star Trek III: The Search for Spock (1984),Star Trek III: The Search for Spock ,1984,Action|Adventure|Sci-Fi
1376,Star Trek IV: The Voyage Home (1986),Star Trek IV: The Voyage Home ,1986,Adventure|Comedy|Sci-Fi
1377,Batman Returns (1992),Batman Returns ,1992,Action|Crime
1378,Young Guns (1988),Young Guns ,1988,Action|Comedy|Western
1379,Young Guns II (1990),Young Guns II ,1990,Action|Western
1380,Grease (1978),Grease ,1978,Comedy|Musical|Romance
1381,Grease 2 (1982),Grease 2 ,1982,Comedy|Musical|Romance
1382,Marked for Death (1990),Marked for Death ,1990,Action|Drama
1385,Under Siege (1992),Under Siege ,1992,Action|Drama|Thriller
1387,Jaws (1975),Jaws ,1975,Action|Horror
1388,Jaws 2 (1978),Jaws 2 ,1978,Horror|Thriller
1389,Jaws 3-D (1983),Jaws 3-D ,1983,Action|Horror
1390,My Fellow Americans (1996),My Fellow Americans ,1996,Comedy
1391,Mars Attacks! (1996),Mars Attacks! ,1996,Action|Comedy|Sci-Fi
1392,Citizen Ruth (1996),Citizen Ruth ,1996,Comedy|Drama
1393,Jerry Maguire (1996),Jerry Maguire ,1996,Drama|Romance
1394,Raising Arizona (1987),Raising Arizona ,1987,Comedy
1395,Tin Men (1987),Tin Men ,1987,Comedy|Drama
1396,Sneakers (1992),Sneakers ,1992,Action|Comedy|Crime|Drama|Sci-Fi
1397,Bastard Out of Carolina (1996),Bastard Out of Carolina ,1996,Drama
1398,In Love and War (1996),In Love and War ,1996,Romance|War
1399,Marvin's Room (1996),Marvin's Room ,1996,Drama
1401,Ghosts of Mississippi (1996),Ghosts of Mississippi ,1996,Drama
1404,Night Falls on Manhattan (1996),Night Falls on Manhattan ,1996,Crime|Drama
1405,Beavis and Butt-Head Do America (1996),Beavis and Butt-Head Do America ,1996,Adventure|Animation|Comedy|Crime
1406,La Cérémonie (1995),La Cérémonie ,1995,Crime|Drama|Mystery|Thriller
1407,Scream (1996),Scream ,1996,Comedy|Horror|Mystery|Thriller
1408,Last of the Mohicans the (1992),Last of the Mohicans the ,1992,Action|Romance|War|Western
1409,Michael (1996),Michael ,1996,Comedy|Drama|Fantasy|Romance
1410,Evening Star the (1996),Evening Star the ,1996,Comedy|Drama
1411,Hamlet (1996),Hamlet ,1996,Crime|Drama|Romance
1412,Some Mother's Son (1996),Some Mother's Son ,1996,Drama
1413,Whole Wide World the (1996),Whole Wide World the ,1996,Drama
1414,Mother (1996),Mother ,1996,Comedy
1415,Thieves (Voleurs les) (1996),Thieves ,1996,Crime|Drama|Romance
1416,Evita (1996),Evita ,1996,Drama|Musical
1417,Portrait of a Lady the (1996),Portrait of a Lady the ,1996,Drama
1419,Walkabout (1971),Walkabout ,1971,Adventure|Drama
1422,Murder at 1600 (1997),Murder at 1600 ,1997,Crime|Drama|Mystery|Thriller
1425,Fierce Creatures (1997),Fierce Creatures ,1997,Comedy
1426,Zeus and Roxanne (1997),Zeus and Roxanne ,1997,Children
1427,Turbulence (1997),Turbulence ,1997,Action|Thriller
1428,Angel Baby (1995),Angel Baby ,1995,Drama
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),First Strike ,1996,Action|Adventure|Comedy|Thriller
1430,Underworld (1996),Underworld ,1996,Comedy|Thriller
1431,Beverly Hills Ninja (1997),Beverly Hills Ninja ,1997,Action|Comedy
1432,Metro (1997),Metro ,1997,Action|Comedy|Crime|Drama|Thriller
1437,Cement Garden the (1993),Cement Garden the ,1993,Drama
1438,Dante's Peak (1997),Dante's Peak ,1997,Action|Thriller
1439,Meet Wally Sparks (1997),Meet Wally Sparks ,1997,Comedy
1440,Amos & Andrew (1993),Amos & Andrew ,1993,Comedy
1441,Benny & Joon (1993),Benny & Joon ,1993,Comedy|Romance
1442,Prefontaine (1997),Prefontaine ,1997,Drama
1445,McHale's Navy (1997),McHale's Navy ,1997,Comedy|War
1446,Kolya (Kolja) (1996),Kolya ,1996,Comedy|Drama
1447,Gridlock'd (1997),Gridlock'd ,1997,Crime
1449,Waiting for Guffman (1996),Waiting for Guffman ,1996,Comedy
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),Prisoner of the Mountains ,1996,War
1453,Beautician and the Beast the (1997),Beautician and the Beast the ,1997,Comedy|Romance
1454,SubUrbia (1997),SubUrbia ,1997,Comedy|Drama
1456,Pest the (1997),Pest the ,1997,Comedy
1457,Fools Rush In (1997),Fools Rush In ,1997,Comedy|Drama|Romance
1458,Touch (1997),Touch ,1997,Drama|Fantasy|Romance
1459,Absolute Power (1997),Absolute Power ,1997,Mystery|Thriller
1460,That Darn Cat (1997),That Darn Cat ,1997,Children|Comedy|Mystery
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Vegas Vacation ,1997,Comedy
1463,That Old Feeling (1997),That Old Feeling ,1997,Comedy|Romance
1464,Lost Highway (1997),Lost Highway ,1997,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1465,Rosewood (1997),Rosewood ,1997,Action|Drama
1466,Donnie Brasco (1997),Donnie Brasco ,1997,Crime|Drama
1468,Booty Call (1997),Booty Call ,1997,Comedy|Romance
1472,City of Industry (1997),City of Industry ,1997,Crime|Thriller
1473,Best Men (1997),Best Men ,1997,Action|Comedy|Crime|Drama
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Jungle2Jungle ,1997,Children|Comedy
1475,Kama Sutra: A Tale of Love (1996),Kama Sutra: A Tale of Love ,1996,Romance
1476,Private Parts (1997),Private Parts ,1997,Comedy|Drama
1477,Love Jones (1997),Love Jones ,1997,Romance
1479,Saint the (1997),Saint the ,1997,Action|Romance|Sci-Fi|Thriller
1480,Smilla's Sense of Snow (1997),Smilla's Sense of Snow ,1997,Drama|Thriller
1482,Van the (1996),Van the ,1996,Comedy|Drama
1483,Crash (1996),Crash ,1996,Drama|Thriller
1484,Daytrippers the (1996),Daytrippers the ,1996,Comedy|Drama|Mystery|Romance
1485,Liar Liar (1997),Liar Liar ,1997,Comedy
1487,Selena (1997),Selena ,1997,Drama|Musical
1488,Devil's Own the (1997),Devil's Own the ,1997,Action|Drama|Thriller
1489,Cats Don't Dance (1997),Cats Don't Dance ,1997,Animation|Children|Musical
1490,B*A*P*S (1997),B*A*P*S ,1997,Comedy
1493,Love and Other Catastrophes (1996),Love and Other Catastrophes ,1996,Romance
1495,Turbo: A Power Rangers Movie (1997),Turbo: A Power Rangers Movie ,1997,Action|Adventure|Children
1496,Anna Karenina (1997),Anna Karenina ,1997,Drama|Romance
1497,Double Team (1997),Double Team ,1997,Action
1498,Inventing the Abbotts (1997),Inventing the Abbotts ,1997,Drama|Romance
1499,Anaconda (1997),Anaconda ,1997,Action|Adventure|Thriller
1500,Grosse Pointe Blank (1997),Grosse Pointe Blank ,1997,Comedy|Crime|Romance
1501,Keys to Tulsa (1997),Keys to Tulsa ,1997,Crime
1502,Kissed (1996),Kissed ,1996,Drama|Romance
1503,8 Heads in a Duffel Bag (1997),8 Heads in a Duffel Bag ,1997,Comedy
1507,Paradise Road (1997),Paradise Road ,1997,Drama|War
1508,Traveller (1997),Traveller ,1997,Drama
1509,All Over Me (1997),All Over Me ,1997,Drama
1513,Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion ,1997,Comedy
1515,Volcano (1997),Volcano ,1997,Action|Drama|Thriller
1516,Children of the Revolution (1996),Children of the Revolution ,1996,Comedy
1517,Austin Powers: International Man of Mystery (1997),Austin Powers: International Man of Mystery ,1997,Action|Adventure|Comedy
1518,Breakdown (1997),Breakdown ,1997,Action|Thriller
1523,Truth or Consequences N.M. (1997),Truth or Consequences N.M. ,1997,Action|Crime|Romance
1525,Warriors of Virtue (1997),Warriors of Virtue ,1997,Action|Adventure|Children|Fantasy
1526,Fathers' Day (1997),Fathers' Day ,1997,Comedy
1527,Fifth Element the (1997),Fifth Element the ,1997,Action|Adventure|Comedy|Sci-Fi
1529,Nowhere (1997),Nowhere ,1997,Comedy|Drama
1533,Promise the (La promesse) (1996),Promise the ,1996,Drama
1535,Love! Valour! Compassion! (1997),Love! Valour! Compassion! ,1997,Drama|Romance
1537,Shall We Dance? (Shall We Dansu?) (1996),Shall We Dance? ,1996,Comedy|Drama|Romance
1539,Twin Town (1997),Twin Town ,1997,Comedy|Crime
1541,Addicted to Love (1997),Addicted to Love ,1997,Comedy|Romance
1542,Brassed Off (1996),Brassed Off ,1996,Comedy|Drama|Romance
1544,Lost World: Jurassic Park the (1997),Lost World: Jurassic Park the ,1997,Action|Adventure|Sci-Fi|Thriller
1545,Ponette (1996),Ponette ,1996,Drama
1546,Schizopolis (1996),Schizopolis ,1996,Comedy
1547,Shiloh (1997),Shiloh ,1997,Children|Drama
1550,Trial and Error (1997),Trial and Error ,1997,Comedy|Romance
1551,Buddy (1997),Buddy ,1997,Adventure|Children|Drama
1552,Con Air (1997),Con Air ,1997,Action|Adventure|Thriller
1554,Pillow Book the (1996),Pillow Book the ,1996,Drama|Romance
1556,Speed 2: Cruise Control (1997),Speed 2: Cruise Control ,1997,Action|Romance|Thriller
1562,Batman & Robin (1997),Batman & Robin ,1997,Action|Adventure|Fantasy|Thriller
1563,Dream With the Fishes (1997),Dream With the Fishes ,1997,Drama
1564,For Roseanna (Roseanna's Grave) (1997),For Roseanna ,1997,Comedy|Drama|Romance
1565,Head Above Water (1996),Head Above Water ,1996,Comedy|Thriller
1566,Hercules (1997),Hercules ,1997,Adventure|Animation|Children|Comedy|Musical
1569,My Best Friend's Wedding (1997),My Best Friend's Wedding ,1997,Comedy|Romance
1570,Tetsuo II: Body Hammer (1992),Tetsuo II: Body Hammer ,1992,Horror|Sci-Fi
1571,When the Cat's Away (Chacun cherche son chat) (1996),When the Cat's Away ,1996,Comedy|Romance
1572,Contempt (Mépris le) (1963),Contempt ,1963,Drama
1573,Face/Off (1997),Face/Off ,1997,Action|Crime|Drama|Thriller
1580,Men in Black (a.k.a. MIB) (1997),Men in Black ,1997,Action|Comedy|Sci-Fi
1581,Out to Sea (1997),Out to Sea ,1997,Comedy
1582,Wild America (1997),Wild America ,1997,Adventure|Children
1583,Simple Wish a (1997),Simple Wish a ,1997,Children|Fantasy
1584,Contact (1997),Contact ,1997,Drama|Sci-Fi
1585,Love Serenade (1996),Love Serenade ,1996,Comedy
1586,G.I. Jane (1997),G.I. Jane ,1997,Action|Drama
1587,Conan the Barbarian (1982),Conan the Barbarian ,1982,Action|Adventure|Fantasy
1588,George of the Jungle (1997),George of the Jungle ,1997,Children|Comedy
1589,Cop Land (1997),Cop Land ,1997,Action|Crime|Drama|Thriller
1590,Event Horizon (1997),Event Horizon ,1997,Horror|Sci-Fi|Thriller
1591,Spawn (1997),Spawn ,1997,Action|Adventure|Sci-Fi|Thriller
1592,Air Bud (1997),Air Bud ,1997,Children|Comedy
1593,Picture Perfect (1997),Picture Perfect ,1997,Comedy|Romance
1594,In the Company of Men (1997),In the Company of Men ,1997,Comedy|Drama
1595,Free Willy 3: The Rescue (1997),Free Willy 3: The Rescue ,1997,Adventure|Children|Drama
1596,Career Girls (1997),Career Girls ,1997,Drama
1597,Conspiracy Theory (1997),Conspiracy Theory ,1997,Drama|Mystery|Romance|Thriller
1598,Desperate Measures (1998),Desperate Measures ,1998,Crime|Drama|Thriller
1599,Steel (1997),Steel ,1997,Action
1600,She's So Lovely (1997),She's So Lovely ,1997,Drama|Romance
1601,Hoodlum (1997),Hoodlum ,1997,Crime|Drama|Film-Noir
1602,Leave It to Beaver (1997),Leave It to Beaver ,1997,Comedy
1603,Mimic (1997),Mimic ,1997,Horror|Sci-Fi|Thriller
1604,Money Talks (1997),Money Talks ,1997,Action|Comedy
1605,Excess Baggage (1997),Excess Baggage ,1997,Adventure|Romance
1606,Kull the Conqueror (1997),Kull the Conqueror ,1997,Action|Adventure
1608,Air Force One (1997),Air Force One ,1997,Action|Thriller
1609,187 (One Eight Seven) (1997),187,1997,Drama|Thriller
1610,Hunt for Red October the (1990),Hunt for Red October the ,1990,Action|Adventure|Thriller
1611,My Own Private Idaho (1991),My Own Private Idaho ,1991,Drama|Romance
1612,Kiss Me Guido (1997),Kiss Me Guido ,1997,Comedy
1613,Star Maps (1997),Star Maps ,1997,Drama
1614,In & Out (1997),In & Out ,1997,Comedy
1615,Edge the (1997),Edge the ,1997,Adventure|Drama
1616,Peacemaker the (1997),Peacemaker the ,1997,Action|Thriller|War
1617,L.A. Confidential (1997),L.A. Confidential ,1997,Crime|Film-Noir|Mystery|Thriller
1619,Seven Years in Tibet (1997),Seven Years in Tibet ,1997,Adventure|Drama|War
1620,Kiss the Girls (1997),Kiss the Girls ,1997,Crime|Drama|Mystery|Thriller
1621,Soul Food (1997),Soul Food ,1997,Drama
1623,Wishmaster (1997),Wishmaster ,1997,Horror
1624,Thousand Acres a (1997),Thousand Acres a ,1997,Drama
1625,Game the (1997),Game the ,1997,Drama|Mystery|Thriller
1626,Fire Down Below (1997),Fire Down Below ,1997,Action|Drama|Thriller
1627,U Turn (1997),U Turn ,1997,Crime|Drama|Mystery
1629,MatchMaker the (1997),MatchMaker the ,1997,Comedy|Romance
1631,Assignment the (1997),Assignment the ,1997,Action|Thriller
1633,Ulee's Gold (1997),Ulee's Gold ,1997,Drama
1635,Ice Storm the (1997),Ice Storm the ,1997,Drama
1639,Chasing Amy (1997),Chasing Amy ,1997,Comedy|Drama|Romance
1640,How to Be a Player (1997),How to Be a Player ,1997,Comedy
1641,Full Monty the (1997),Full Monty the ,1997,Comedy|Drama
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Indian Summer ,1996,Comedy|Drama
1643,Mrs. Brown (a.k.a. Her Majesty Mrs. Brown) (1997),Mrs. Brown ,1997,Drama|Romance
1644,I Know What You Did Last Summer (1997),I Know What You Did Last Summer ,1997,Horror|Mystery|Thriller
1645,The Devil's Advocate (1997),The Devil's Advocate ,1997,Drama|Mystery|Thriller
1646,RocketMan (a.k.a. Rocket Man) (1997),RocketMan ,1997,Children|Comedy|Romance|Sci-Fi
1647,Playing God (1997),Playing God ,1997,Crime|Drama|Thriller
1648,House of Yes the (1997),House of Yes the ,1997,Comedy|Drama
1649,Fast Cheap & Out of Control (1997),Fast Cheap & Out of Control ,1997,Documentary
1650,Washington Square (1997),Washington Square ,1997,Drama
1653,Gattaca (1997),Gattaca ,1997,Drama|Sci-Fi|Thriller
1654,FairyTale: A True Story (1997),FairyTale: A True Story ,1997,Children|Drama|Fantasy
1655,Phantoms (1998),Phantoms ,1998,Drama|Horror|Thriller
1658,Life Less Ordinary a (1997),Life Less Ordinary a ,1997,Romance|Thriller
1660,Eve's Bayou (1997),Eve's Bayou ,1997,Drama
1661,Switchback (1997),Switchback ,1997,Crime|Mystery|Thriller
1662,Gang Related (1997),Gang Related ,1997,Crime
1663,Stripes (1981),Stripes ,1981,Comedy|War
1665,Bean (1997),Bean ,1997,Comedy
1667,Mad City (1997),Mad City ,1997,Action|Drama
1668,One Night Stand (1997),One Night Stand ,1997,Drama
1669,Tango Lesson the (1997),Tango Lesson the ,1997,Romance
1670,Welcome to Sarajevo (1997),Welcome to Sarajevo ,1997,Drama|War
1671,Deceiver (1997),Deceiver ,1997,Crime|Drama|Thriller
1672,Rainmaker the (1997),Rainmaker the ,1997,Drama
1673,Boogie Nights (1997),Boogie Nights ,1997,Drama
1674,Witness (1985),Witness ,1985,Drama|Romance|Thriller
1676,Starship Troopers (1997),Starship Troopers ,1997,Action|Sci-Fi
1678,Joy Luck Club the (1993),Joy Luck Club the ,1993,Drama|Romance
1680,Sliding Doors (1998),Sliding Doors ,1998,Drama|Romance
1681,Mortal Kombat: Annihilation (1997),Mortal Kombat: Annihilation ,1997,Action|Adventure|Fantasy
1682,Truman Show the (1998),Truman Show the ,1998,Comedy|Drama|Sci-Fi
1683,Wings of the Dove the (1997),Wings of the Dove the ,1997,Drama|Romance
1684,Mrs. Dalloway (1997),Mrs. Dalloway ,1997,Drama|Romance
1686,Red Corner (1997),Red Corner ,1997,Crime|Thriller
1687,Jackal the (1997),Jackal the ,1997,Action|Thriller
1688,Anastasia (1997),Anastasia ,1997,Adventure|Animation|Children|Drama|Musical
1689,Man Who Knew Too Little the (1997),Man Who Knew Too Little the ,1997,Comedy|Crime|Thriller
1690,Alien: Resurrection (1997),Alien: Resurrection ,1997,Action|Horror|Sci-Fi
1693,Amistad (1997),Amistad ,1997,Drama|Mystery
1694,Apostle the (1997),Apostle the ,1997,Drama
1695,Artemisia (1997),Artemisia ,1997,Drama
1696,Bent (1997),Bent ,1997,Drama|War
1699,Butcher Boy the (1997),Butcher Boy the ,1997,Comedy|Drama
1701,Deconstructing Harry (1997),Deconstructing Harry ,1997,Comedy|Drama
1702,Flubber (1997),Flubber ,1997,Children|Comedy|Fantasy
1703,For Richer or Poorer (1997),For Richer or Poorer ,1997,Comedy
1704,Good Will Hunting (1997),Good Will Hunting ,1997,Drama|Romance
1707,Home Alone 3 (1997),Home Alone 3 ,1997,Children|Comedy
1711,Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil ,1997,Crime|Drama|Mystery
1713,Mouse Hunt (1997),Mouse Hunt ,1997,Children|Comedy
1717,Scream 2 (1997),Scream 2 ,1997,Comedy|Horror|Mystery|Thriller
1719,Sweet Hereafter the (1997),Sweet Hereafter the ,1997,Drama
1721,Titanic (1997),Titanic ,1997,Drama|Romance
1722,Tomorrow Never Dies (1997),Tomorrow Never Dies ,1997,Action|Adventure|Thriller
1726,Postman the (1997),Postman the ,1997,Action|Adventure|Drama|Sci-Fi
