movieId,imdbId,tmdbId
3947,67128,1485
4327,54047,966
4339,59885,21876
4349,65528,10364
4369,232500,9799
4397,87032,11950
4727,238112,1722
4754,70917,16307
4826,80437,16121
4830,80474,1623
4855,66999,984
4912,62994,16085
4947,76070,17689
5493,61810,24130
5747,82432,11646
5785,322802,9012
5791,120679,1360
5796,61452,12208
5971,96283,8392
6013,257568,10628
6303,66769,10514
6428,65134,11916
6503,305357,9471
6533,69495,6949
6639,62467,11206
6724,70510,11293
6785,47472,16563
7084,69097,11610
7419,88680,10843
18,113101,5
5015,285742,1365
157,109370,1775
1298,84503,12104
1422,119731,9415
1499,118615,9360
1717,120082,4233
1920,122718,11551
2340,119643,297
2409,79817,1367
2411,89927,1374
2412,100507,1375
2423,97958,5825
4447,250494,8835
4821,206314,10866
4887,267804,10796
5014,277027,10950
5060,66026,651
5151,243736,2752
5313,277296,9334
5620,256415,11529
5881,307479,2103
7325,335438,9384
7379,318974,10733
4041,84434,2623
5309,98966,11630
6786,89424,11703
6889,328880,10009
7090,299977,79
97,113247,406
99,113283,63076
123,109424,11104
154,61395,649
199,58450,5967
206,114805,77350
306,111495,110
326,110081,31439
334,111590,32636
475,107207,7984
556,108515,26408
665,114787,11902
670,52572,896
898,32904,981
1034,116361,11229
1104,44081,702
1172,95765,11216
1175,101700,892
1179,99703,18129
1185,97937,10161
1191,102370,10174
1211,93191,144
1263,77416,11778
1280,101640,10404
1310,116589,30180
1344,55824,11349
1395,94155,10896
1648,119324,33344
1649,119107,25099
1846,119792,21252
1856,138563,13907
1897,139362,37636
1914,120321,20862
1938,37884,28580
1945,47296,654
2070,86423,42121
2076,90756,793
2132,61184,396
2145,91790,11522
2245,96463,3525
2248,98258,2028
2337,120879,1808
2369,89017,8130
2599,126886,9451
2697,119743,55955
2926,95270,11054
2943,104507,2731
3019,97240,476
6380,342172,2260
34153,436613,14278
2232,123755,431
6953,315733,470
52328,448134,1272
56145,884328,5876
57669,780536,8321
63072,898367,20766
65642,480669,14139
74228,1187064,26466
77307,1379182,38810
78349,1258197,29917
88744,1318514,61791
89492,1210166,60308
96811,1855199,77016
96829,2106476,103663
99917,2084989,145197
101525,1817273,97367
101864,1483013,75612
104374,2194499,122906
104841,1454468,49047
104879,1392214,146233
104944,2370248,169813
106100,790636,152532
106920,1798709,152601
107406,1706620,110415
108729,2316411,181886
112623,2103281,119450
112804,2884206,244267
113741,2866360,220289
115680,2669336,273271
117881,3316960,284293
133771,3464902,254320
139644,3397884,273481
156387,3544112,369557
158783,4016934,290098
161582,2582782,338766
164179,2543164,329865
168252,3315342,263115
174053,3973198,374430
174055,5013056,374720
176371,1856101,335984
176423,6333060,432976
177615,4925292,391713
187595,3778644,348350
2898,106664,10349
3937,88024,9507
2779,77663,12185
3261,105415,11068
24,114168,12665
248,110066,17207
266,110322,4476
313,111333,22586
450,111732,16297
609,116552,25059
635,116275,41852
678,108181,27768
802,117333,9294
920,31381,770
926,42192,705
942,37008,1939
943,39420,22292
954,31679,3083
964,39152,22356
968,63350,10331
976,22879,22649
991,117039,1770
1007,72653,18660
1010,64603,14136
1016,53271,15944
1017,54357,18444
1019,46672,173
1021,109127,24795
1022,42332,11224
1027,102798,8367
1033,82406,10948
1085,52027,11331
1086,46912,521
1099,29992,25842
1124,82846,11816
1226,45061,3109
1253,43456,828
1269,36613,212
1283,44706,288
1287,52618,665
1301,49223,830
1327,78767,11449
1334,51418,8851
1350,75005,794
1358,117666,12498
1378,96487,11967
1429,116704,9404
1459,118548,66
1479,120053,10003
1488,118972,4477
1587,82198,9387
1620,119468,9437
1702,119137,9574
1726,119925,9922
1785,99939,9558
1835,120632,795
1927,20629,143
1943,44672,27191
1946,48356,15919
1950,61811,10633
1951,63385,17917
1954,75148,1366
1960,93389,746
1964,67309,466
2009,70723,12101
2013,69113,551
2015,54594,17984
2016,78790,22328
2050,80861,12129
2096,53285,10882
2109,79367,6471
2112,101969,13697
2119,91499,9980
2122,87050,10823
2136,57372,18331
2142,101329,10380
2176,40746,1580
2206,34248,11462
2346,73747,12223
2347,87932,32081
2363,47034,1678
2370,89087,11532
2373,89893,9626
2374,91159,13698
2375,91541,10466
2398,39628,11881
2399,89961,13764
2401,89767,8879
2402,89880,1369
2421,91326,8856
2422,97647,10495
2436,120857,10368
2453,90768,24086
2454,51622,11815
2456,97368,10344
2467,91605,192
2469,91738,10013
2472,92105,11038
2473,91991,12278
2476,91187,10015
2513,98084,8913
2517,85333,8769
2518,84412,14742
2520,65377,10671
2524,72308,5919
2528,74812,10803
2530,65462,1685
2533,67065,1687
2535,71455,11123
2857,63823,12105
1589,118887,2142
3510,186151,10559
5267,265662,14635
5574,293662,4108
6263,264395,10782
7439,330793,7220
26614,94791,8677
31685,386588,8488
33660,352248,921
34150,120667,9738
34534,430105,8292
37853,378109,11968
49314,433387,7873
50794,475394,7516
51037,450340,9828
51080,401997,4169
52245,445934,9955
53129,780571,3432
55995,442933,2310
56156,465494,1620
56174,480249,6479
58297,483607,13460
58627,1023111,8456
58803,478087,8065
60040,800080,1724
60072,493464,8909
74,115644,20927
656,116168,11107
711,116322,36355
801,116493,38223
810,116756,11511
830,116313,2925
881,116311,12559
1426,120550,42424
58,110877,11010
239,113198,15789
419,106400,11041
458,107004,35588
888,113596,19004
1025,57546,9078
1032,43274,12092
1061,117665,819
1082,68334,21711
1410,116240,30285
1431,118708,9622
1750,120478,54007
1955,79417,12102
2085,55254,12230
2089,100477,11135
2090,76618,11319
2092,107952,15969
2093,89908,13155
2099,38969,13850
2139,84649,11704
2141,90633,4978
2170,120901,9417
2572,147800,4951
2642,86393,9531
2643,94074,11411
2866,77280,24153
2872,82348,11527
3054,190641,10228
3194,70903,10236
3213,106364,14919
3387,98645,11718
3428,78950,30547
3430,71402,13939
3439,103060,1497
3506,79640,29786
3615,130623,10567
3649,80365,2768
3701,94631,10128
3715,92710,38921
3738,72226,5121
3759,39404,46929
3978,146984,4958
4002,93748,2609
4006,92106,1857
4016,120917,11688
4102,92948,17159
4275,85811,849
4292,79638,40842
4366,230011,10865
4398,98369,12236
4492,90887,3980
4493,94919,10127
4494,101627,12702
4526,95687,12120
4564,96794,11352
4565,88708,12500
4566,92548,25678
4696,83366,19317
4915,83630,16441
4916,74899,11422
4941,80745,3604
4994,268995,11086
5040,87078,9610
5066,281358,10229
5146,216651,15999
5159,104254,13225
5341,71746,27094
5444,275847,11544
5540,82186,10323
5693,76666,11009
5765,82679,41394
5898,84749,13945
5992,274558,590
6316,78504,24961
6436,108330,8092
29,112682,902
60,113419,11359
82,112379,880
88,115697,13997
190,114323,32646
308,111507,109
355,109813,888
448,106881,10443
483,107322,34024
616,65421,10112
662,116287,10543
703,115742,43634
719,117108,9304
1078,66808,11302
1103,48545,221
1232,79944,1398
1341,74258,13549
1381,84021,9037
1388,77766,579
1461,120434,11419
1464,116922,638
1513,120032,9611
1693,118607,11831
1889,119375,26610
1969,89686,10014
2052,107120,10439
2123,96787,11497
2124,101272,2907
2130,80388,23954
2301,82517,10156
2313,80678,1955
2320,118636,9445
2322,120157,9425
2333,120684,3033
2351,50783,19426
2387,124198,10029
2459,72271,30497
2551,94964,9540
2596,133189,6396
2664,49366,11549
2713,139414,9825
2730,72684,3175
2731,53198,147
2747,54033,24452
2795,85995,11153
2810,156887,10494
2966,166896,404
3008,156729,16129
3074,68762,11943
3089,40522,5156
3168,64276,624
3186,172493,3558
3201,65724,26617
3224,58625,16672
3274,105414,9605
3285,163978,1907
3339,74695,10839
3435,36775,996
3653,60371,21
3676,74486,985
3812,68555,11624
3882,204946,1588
3910,168629,16
3917,93177,9003
3918,95294,9064
3979,185431,9678
3989,230591,34045
4010,88850,11064
4255,240515,13166
4361,84805,9576
4390,249380,3134
4407,91886,6106
4519,95489,12144
4541,96071,11503
4552,96251,41428
4744,263488,8922
4792,53559,29756
4816,196229,9398
4835,80549,16769
4873,243017,9081
4881,243133,10778
4954,54135,299
5025,273923,11857
5072,293416,9606
5103,108037,11528
5266,258000,4547
5291,42876,548
5294,264616,12149
5364,250797,2251
5449,280590,2022
5452,107438,11982
5611,240510,9093
5617,274812,11013
5630,289765,9533
5650,86373,12921
5810,298203,65
5833,280609,11880
6220,310357,10929
6223,283003,12079
6242,178868,2671
6250,285531,6171
6645,66434,636
6797,101516,10337
6957,307987,10147
7022,266308,3176
7024,73650,5336
7064,38348,648
7123,102511,2742
7199,323633,34681
7225,76578,5205
7445,328107,9509
8042,70379,203
8482,37988,16559
8607,388473,13398
8690,69280,24559
8783,368447,6947
26258,67866,13041
26403,77687,1362
26528,88727,17663
27002,120570,30983
27156,169858,18491
27266,212712,844
27441,275230,919
27482,285492,437
27660,328832,55931
27731,347618,15370
27904,405296,3509
30816,293508,9833
32213,377713,438
32554,113799,42994
32657,93488,49565
33154,413845,13020
33672,355702,9787
34323,395584,1696
35347,47834,11848
37386,402022,8202
37729,121164,3933
39381,421238,16608
41571,397535,1904
42718,414852,10045
43928,370032,9920
44694,441909,219
44974,424136,2652
45208,449089,9530
45728,424345,2295
46723,449467,1164
47629,436697,1165
48560,439289,7510
51091,462200,7874
52885,851578,4977
53024,762111,36676
55280,805564,6615
55444,421082,5708
55872,426931,5123
56003,405336,4723
56339,464141,6537
56587,825232,7350
56757,408236,13885
59387,460791,14784
60037,949731,8645
61240,1139797,13310
62336,279077,225130
63062,824747,3580
63876,1013753,10139
64034,914798,14574
66934,1227926,14301
67665,1157605,18094
68519,1231277,17532
68945,169880,21832
69134,870984,17609
69784,889583,18480
70533,923811,15137
70728,1172570,18533
71057,472033,12244
71156,1234548,10313
71205,1131734,19994
71282,1286537,18570
71379,1179904,23827
72731,380510,7980
74416,1232776,24469
77561,1228705,10138
77798,1179056,23437
77854,384700,37106
78836,1191111,34647
80831,1228987,41402
80917,1470827,43933
81417,1536044,41436
82242,1401143,48395
84187,860906,22843
86320,1527186,62215
87306,1650062,37686
89780,1522835,33555
90374,1441326,50837
91658,1568346,65754
96832,2076220,103328
104074,1854564,76285
104243,1411250,87421
108727,1937390,110414
108981,2382009,249397
1735,119223,9410
2843,118843,1075
3148,124315,1715
122,103859,11066
174,113500,19326
491,107501,10502
516,110971,11858
542,108186,13203
671,117128,3065
42,112819,11443
191,114345,10533
328,114608,9059
415,106292,9409
537,111201,12519
538,108149,23210
319,111149,9905
800,116905,26748
1184,102426,38251
1355,119791,2212
1670,120490,14905
1799,120241,10668
2025,119558,9769
2439,118564,31662
611,116514,8766
891,113253,10987
112183,2562232,194662
3598,171359,10688
4340,255798,11090
4368,240462,10808
4386,239395,10992
1729,119396,184
2384,120595,9447
3005,145681,9481
116823,1951265,131631
122920,3498820,271110
2574,129280,8970
3086,24852,25898
4040,101757,15413
4224,242445,10877
4333,94142,11896
4703,94868,41951
1672,119978,11975
3100,105265,293
4008,96969,2604
1176,101765,1600
1295,96332,10644
2022,95497,11051
3415,72443,1396
3444,92675,11690
3503,69293,593
3707,91635,10068
3742,15648,643
5147,50986,614
5500,88286,8764
5690,95327,12477
6286,311519,7294
6350,92067,10515
6987,10323,234
7089,71129,7857
7099,87544,81
7327,60827,797
8253,79833,15371
8620,56732,29264
25771,20530,626
26150,60107,895
26578,91670,24657
26662,97814,16859
26776,104652,11621
27186,181627,21348
27728,347246,12140
34542,427312,501
37830,385700,647
45499,376994,36668
47894,460989,1116
48082,354899,300
49932,460829,1730
52806,495596,37933
53519,1028528,1991
54272,462538,35
54995,1077258,1992
55069,1032846,2009
55442,808417,2011
55908,756683,13363
56251,471711,7249
56286,368794,3902
57368,1060277,7191
57504,808506,14069
57640,411477,11253
59615,367882,217
60161,1054485,12889
60684,409459,13183
60979,1117563,13851
62376,970411,13600
64497,970416,10200
64957,421715,4922
65261,876563,12429
66097,327597,14836
66297,1054487,15060
67295,1287845,15854
69526,1055369,8373
69746,1295071,16440
72554,1242422,33273
413,109068,13595
3088,42546,11787
27611,314979,206216
65133,212579,194113
81229,1245526,39514
83134,1465522,46838
86332,800369,10195
86644,1596343,51497
87232,1270798,49538
90890,810913,71880
94864,1446714,70981
96588,1981677,114150
96737,1343727,49049
97923,1907668,87502
98203,1673434,50620
100108,1904996,119283
102125,1300854,68721
102445,1408101,54138
103655,790736,49524
103772,1430132,76170
103810,1821694,146216
106002,1731141,80274
106072,1981115,76338
108928,2177771,152760
110102,1843866,100402
110591,2388715,157547
111362,1877832,127585
111617,1086772,232672
111743,2557490,188161
114246,365907,169917
114662,2179136,190859
114707,1528071,149509
114795,829150,49017
116977,2096672,100042
119145,2802144,207703
120466,1823672,198184
120799,1340138,87101
122892,2395427,99861
122900,478970,102899
125916,2322441,216015
128838,2554274,201085
130634,2820852,168259
131013,2561572,257091
132796,2126355,254128
135137,2120120,257344
135518,2140379,238615
136020,2379713,206647
140110,2361509,257211
146656,3076658,312221
562,114906,11446
680,58898,8072
714,112817,922
949,48028,220
951,32599,3085
1273,90967,1554
1454,120238,28059
1701,118954,2639
1916,118789,9464
1963,65063,11485
2065,89853,10849
2285,63850,14794
2290,81554,11337
2732,55032,1628
2750,93818,30890
2912,165854,10388
2940,38559,3767
2970,83946,9343
3030,55630,11878
3071,94027,29154
3090,93509,24276
3152,67328,25188
3200,70290,14886
3521,97940,11305
3683,86979,11368
3706,92563,635
3813,77742,15867
3814,73312,11686
3925,88184,469
4392,99012,8217
4393,94663,22478
4553,96256,8337
4628,97965,9686
4658,98253,19236
4888,275719,23949
4914,53472,269
5059,145046,57976
5339,104466,28384
5515,120263,34070
5577,280760,9685
6023,57869,8073
6100,84329,8288
6159,299458,13132
6268,316188,25461
6440,101410,290
6873,138524,11775
6978,102943,14022
6993,91167,5143
7044,100935,483
7063,68182,2000
7071,72417,29845
7151,335119,3635
7323,301357,338
7367,335245,5516
7566,88650,20561
7587,62229,5511
7934,86637,11030
7982,365376,4552
8638,381681,80
8981,376541,2288
26326,71615,8327
26712,101254,20562
30707,405159,70
30848,369672,9953
32291,378947,9688
32296,385307,10040
33669,403508,9779
33880,415978,1382
34072,428803,1667
34271,410097,10476
36537,318761,1546
37857,366780,14517
40826,294870,1833
41285,416320,116
42632,451094,4550
43560,396752,11283
44709,437800,13751
45666,457510,9353
45880,422720,1887
45928,489037,13508
46335,463985,9615
46967,457513,512
47423,468489,7859
47721,48980,15265
47999,486358,1776
49347,460792,8324
50740,58578,51863
50742,66356,50754
50912,401711,2266
51077,259324,1250
51709,468492,1255
52281,462322,253768
52767,75610,20553
53161,497137,5488
54648,293564,5174
55269,838221,4538
55577,890870,663
55830,799934,4953
57147,795493,4787
59022,481536,13335
60950,497465,5038
61406,472027,118309
62155,981227,12182
62511,383028,4960
69524,772251,62128
69604,1178663,19265
71464,1019452,12573
80969,1334260,42188
87234,1440292,49020
89904,1655442,74643
90357,1204340,76543
91622,1625346,57157
93721,1772925,80767
96488,2125608,84334
100556,2375605,123678
100714,2209418,132344
102194,1935179,103731
102800,2347569,121986
103980,2334873,160588
105213,2229499,138697
106766,2042568,86829
106918,359950,116745
110110,2567712,209276
111235,1935156,191720
111360,2872732,240832
112290,1065073,85350
112582,2382298,250766
113225,2870756,229297
117444,1865505,110416
117533,4044364,293310
127152,4257858,318224
127202,2582496,308369
140737,830361,134777
140816,3824458,308084
69,113118,10634
3189,156812,17908
3524,82031,13665
53953,450385,3021
60904,96126,43680
90405,1637688,49530
102880,1815862,82700
113573,458481,189
122896,1790809,166426
122922,1211837,284052
122924,3385516,246655
128360,3460252,273248
135536,1386697,297761
135861,2637276,214756
136598,1524930,296099
141688,3569230,276907
143355,451279,297762
159093,3110958,291805
159817,795176,192040
162606,2140479,302946
164909,3783958,313369
166528,3748528,330459
166534,4972582,381288
166635,1355644,274870
168250,5052448,419430
173291,2239822,339964
173941,2406566,341013
3752,183505,2123
3969,223897,10647
3999,190865,11678
4728,250687,9896
2460,92076,16337
2662,46534,8974
2719,171363,11618
2995,185371,11377
3799,210234,12599
6196,306685,10623
43919,466342,10073
47200,479884,1948
68205,1121931,15092
177,113690,8973
302,110963,10452
372,110950,2788
766,116594,26890
860,109255,159
911,56923,4808
918,37059,909
934,42451,20758
955,29947,900
1171,103850,10608
1236,103130,37291
1260,22100,832
1279,102536,339
1300,89606,8816
1569,119738,8874
1614,119360,10806
1678,107282,19931
1970,93629,10072
1979,91080,10225
2014,76054,16084
2020,94947,859
2038,77305,19378
2073,89126,20348
2250,100134,91217
2261,91680,18282
2287,47573,11071
2331,120722,46889
2361,69089,692
2414,90357,11904
2463,91877,12151
2621,115005,33194
2729,56193,802
2734,91557,11120
2736,90774,32060
2924,80179,11230
3105,99077,11005
3108,101889,177
3219,100318,2990
3308,87265,25010
3397,82474,14900
3398,87755,11899
3422,91939,27995
3441,87985,1880
3516,51406,2006
3528,102713,10333
3545,68327,10784
3712,102951,25562
3831,195234,2360
3972,111512,12207
4039,83564,15739
4174,99073,2302
4205,100140,4587
4280,84917,11307
4291,80319,19494
4380,203632,9301
4464,94606,31052
4478,94746,19382
4489,94898,9602
4623,97815,9942
4639,265029,11467
4681,98621,249
4799,57193,11576
4809,86312,12502
4811,79766,10373
5004,63415,10794
5013,280707,5279
5222,264761,15647
5572,303714,10611
5685,296166,30309
6235,99776,8996
6709,285823,1428
6936,319343,10719
1441,106387,4104
2359,166396,10162
2068,83922,5961
2117,87803,9314
2483,112922,10722
2495,70544,16306
2951,58461,391
3068,84855,24226
3262,105665,1923
3286,184907,15489
3409,195714,9532
3462,27977,3082
3469,53946,1908
3571,220100,36234
3616,217630,10642
3646,208003,9600
3677,103767,14002
3821,144528,12107
3955,213790,16888
3975,219952,10783
4007,94291,10673
4158,166276,23685
4254,231402,9290
4299,183790,9476
4388,257106,4248
4735,228333,10016
4876,245674,9378
4898,234354,20794
4899,265087,11469
5001,36323,18783
5008,51201,37257
5046,160399,4965
5047,240468,11891
5093,233469,9884
5120,69281,993
5127,259288,10052
5128,238546,11979
5171,268695,2135
5319,247586,18079
5323,211443,11470
5478,271367,8869
5480,243585,10996
5530,258153,9296
5621,290095,10771
5784,288477,9645
5878,287467,64
5900,289848,9932
5942,302640,11852
6014,271668,11078
6058,309593,9358
6063,303361,10894
6155,251127,9919
6156,300471,6038
6157,287978,9480
6197,278731,9613
6212,305669,10678
6287,305224,9506
6297,311289,8326
6323,309698,2832
6338,317303,10708
6484,329717,11375
6565,329575,4464
6593,322330,10330
6615,329101,6466
6617,316356,2055
6650,41546,11898
6686,288045,10610
6695,301470,11351
6763,266489,7288
6787,74119,891
6790,267287,10881
6796,101507,650
6869,340468,8439
6888,306047,4256
6958,338094,10756
7150,338466,1792
7156,317910,12698
7161,349205,11007
7163,338337,9620
7173,343135,5966
7234,47528,405
7265,309987,1278
7300,67927,11951
7347,363988,1586
7360,363547,924
7362,364045,11081
7376,351977,11358
7396,70644,133919
7448,326856,10710
7459,293007,8440
7560,58083,502
7938,57358,29455
8154,53779,439
8157,193253,823
8228,22111,28257
8370,363226,246
8477,56119,662
8485,196069,8341
8491,42041,15794
8531,381707,12153
8581,168122,3293
8800,345061,2577
8830,366174,11237
8865,346156,5137
8870,356618,10145
8948,375173,8849
8966,362269,11184
8970,308644,866
26246,67277,16328
26729,102015,4539
27410,266425,12900
27478,284837,9298
27706,339291,11774
27808,371246,2539
30812,338751,2567
31221,357277,9947
31420,398712,8978
31502,79844,11343
31698,362165,10214
32017,395699,10022
32596,318649,7364
32840,84868,32085
33158,329774,11679
33162,320661,1495
33164,397065,10066
33499,369735,4379
33836,374536,9722
33893,395125,9534
34334,382992,10048
34520,377818,6519
34530,367652,11453
36517,387131,1985
36527,377107,9777
36708,385690,65215
37741,379725,398
38038,312004,533
39292,433383,3291
39715,436058,8274
40723,416315,9885
40851,406375,6795
40946,422528,16156
40966,375920,7548
42422,370754,37910
43396,412080,9912
43836,383216,12096
43917,397313,9036
44397,454841,9792
44788,493459,16070
44972,362120,4257
45081,384537,588
45501,452594,9767
45672,389860,9339
45726,463034,1819
45950,497116,1781
46972,477347,1593
47810,450345,9708
47997,387808,7512
48412,406816,4643
48593,483726,9895
49396,365830,2179
49649,449010,2486
49822,343737,1247
50189,808146,8275
50442,426883,7457
50806,477051,9757
51412,435705,1738
52462,455326,13158
52579,450188,1407
52722,413300,559
53121,413267,810
53322,496806,298
53464,486576,1979
53956,795368,2196
53974,762114,2959
53993,413099,2698
54004,762107,3563
54881,923752,13958
54999,465602,4141
55167,831888,13754
55232,432021,7737
55276,465538,4566
55282,389722,4513
55805,292963,7972
56775,465234,6637
56788,472062,6538
56921,991178,69315
57528,462499,7555
57951,770752,8676
58047,832266,8390
58156,839980,13260
58315,811138,12177
58376,1166827,13016
58806,858479,12890
58998,800039,9870
59014,426592,11918
59016,421073,1266
59018,857191,12473
59258,871426,8780
59709,488604,12245
59725,1000774,4564
60074,448157,8960
60291,479468,13003
60514,373051,88751
60609,758742,16007
60756,838283,12133
60760,443701,8836
61248,452608,10483
61348,1213644,13805
61350,364970,9381
61465,814022,13184
62394,467197,13051
62434,1007028,10358
62437,1175491,10523
62956,1054486,13253
63033,861689,8338
63433,387736,13905
63992,1099212,8966
64030,1129442,13387
64197,986233,10360
64499,892255,8881
64575,918927,14359
64993,983213,38142
64997,449040,34812
65126,1024715,13973
65188,1152758,15584
65802,1114740,14560
65982,462465,10529
67197,448011,13811
67408,892782,15512
67799,1234541,16258
67867,1098327,14164
67923,1013752,13804
68791,438488,534
68793,1078912,18360
68959,485323,14003
69069,1083456,17927
69436,1045778,17610
69644,1080016,8355
70159,1148204,21208
71131,1000764,63581
71135,1188729,19898
71211,1130080,11323
71252,1144884,19912
71450,1232207,22074
71838,1197624,22803
72171,1190536,24804
72405,1095217,11699
73023,1263670,25196
73929,1038686,22894
74452,780653,7978
78266,1017460,37707
79008,1308667,16023
79057,1424381,34851
79224,1155076,38575
79592,1386588,27581
80185,1558250,40663
80906,1645089,44639
81156,1116184,16290
81782,477080,44048
82143,437806,14463
82202,1243957,37710
82461,1104001,20526
82852,970866,39451
83132,1568921,51739
84601,1401152,48138
85020,472399,27582
86142,1436045,58857
86347,1190722,30969
87430,1133985,44912
87529,1240982,38319
88140,458339,1771
89753,1340800,49517
90249,433035,39254
90717,471042,59108
91974,1496025,52520
91976,1601913,75174
93805,1034314,10679
96606,770802,89708
97752,1371111,83542
99764,2396224,147538
100498,1606378,47964
103075,2184339,158015
103253,1535108,68724
104069,2510998,185574
108945,1234721,97020
109673,1253863,53182
111364,831387,124905
112138,2294449,187017
115210,2713180,228150
127098,4368814,321594
131724,4299972,321640
134849,45708,53210
135567,1628841,47933
1178,50825,975
1271,101921,1633
4978,259393,9523
5932,83702,42124
6971,101829,9065
7013,48424,3112
4,114885,31357
8,112302,45325
27,114011,9263
38,113442,33689
54,112499,26441
93,114825,12158
116,112373,51352
119,114536,78406
126,110647,27793
146,112342,30765
201,114663,47939
212,112602,26258
219,112757,6715
238,113028,27985
243,113199,47867
244,113234,43475
250,110006,14819
258,113538,37108
274,113755,40490
310,114268,36357
330,114609,25066
343,112435,48287
421,109279,14522
575,110366,10897
627,113613,12520
631,115509,19042
688,114048,27281
754,113188,35645
72,113537,28387
73,113828,48750
80,112445,46785
314,111112,14334
446,106332,10997
621,107471,52873
715,113362,11876
753,113849,41007
862,116985,88224
944,29162,3598
971,51459,261
973,33891,32574
1044,117791,41843
1114,116378,21612
1132,91480,4481
1187,105107,41768
1354,115751,145
1404,119783,46027
1419,67959,36040
1507,119859,77223
1542,115744,9450
1694,118632,2895
1759,119815,21253
1767,119734,39424
1870,118925,78373
1888,119313,9715
2341,120643,5332
2345,90934,123056
2443,145734,825
2447,139699,14709
2481,151691,8129
2506,123209,18417
2546,120646,30943
2609,115669,25471
2611,155388,28519
2711,120899,48958
2862,80491,9453
2969,61138,42726
2996,166943,26149
3028,61407,25560
3038,50371,21849
3135,79239,21887
3155,166485,1439
3685,89841,2075
3713,100046,51763
3822,144201,10401
3983,203230,14295
3988,170016,8871
4117,93209,32054
4186,60424,1888
4216,100049,39934
4422,69467,10238
4523,95638,13482
4537,96018,18197
4555,96289,8463
4616,97722,14621
3761,106469,9702
3992,213847,10867
4383,228786,60670
4928,75824,5781
5134,291341,9991
5329,235737,11468
5602,48281,5506
5608,250258,575
6214,290673,979
6530,74811,11482
7149,337741,6964
7158,315983,11093
7317,356150,9352
7460,379217,883
8340,79116,10734
8860,337921,9759
8907,307453,10555
8947,391198,1970
8977,346491,1966
27689,337103,60672
27721,344510,2841
27788,366627,9667
27821,373926,179
27873,387412,11401
30825,290002,693
30894,375210,11804
31427,382077,11096
32029,340163,2026
34143,382628,9009
36519,388482,9335
37727,408790,9315
38992,417217,9910
40148,365686,10851
40959,400525,9005
45668,410297,2044
47254,402910,5289
48142,387877,9676
48326,405676,1717
48518,420294,10781
49528,454970,9796
49772,446755,14202
50842,469754,5206
53207,411061,3489
53921,829459,1988
54775,499556,10431
55080,476964,4413
55286,469623,3877
58295,200465,8848
59126,815241,13007
59995,1078188,14748
62849,1032755,13809
64622,976051,8055
67508,765432,6968
67997,1226774,19833
68159,473705,16995
72386,913425,8088
72605,765010,7445
72741,780511,26171
73344,1235166,21575
74156,1226273,12201
74851,1179034,26389
2728,54331,967
3259,104231,11259
3844,98384,10860
5308,94137,12154
7018,100404,11092
8827,83652,20120
78316,892318,37056
79293,944835,27576
80166,889573,41210
80551,879870,38167
81788,1458175,43539
101,115734,13685
2739,88939,873
1233,82096,387
5564,283026,20616
32289,396652,13374
67087,1155056,16538
81784,1126618,38357
88932,1622979,55779
90343,1068242,68817
102123,1245492,109414
509,107822,713
2238,75040,37550
2239,73817,37916
6215,298408,13819
6552,301199,3472
6791,92603,11832
6884,312549,10629
6918,48956,897
6932,323944,13537
6986,16641,31510
7023,107156,9261
7745,107617,19552
7762,80297,140207
8011,343168,14108
8270,100112,11796
8507,22913,136
147,112461,10474
4867,200027,11091
27878,388789,1392
32598,332047,11431
79318,1396557,42918
2428,133751,9276
1343,101540,1598
4823,240890,9778
7318,335345,615
70206,844479,21407
80846,1314655,44040
85788,1591095,49018
90345,905372,60935
90430,1692486,72113
101739,1288558,109428
103688,1457767,138843
104457,1853739,83899
104908,2226417,91586
109848,1441395,97370
110286,2059171,155084
111384,2359024,188166
113252,3504048,253306
113780,2870612,256274
116397,1772264,207933
121231,3235888,270303
152077,1179933,333371
156726,5022702,376570
2944,61578,1654
3101,93010,10998
3355,142688,622
3566,189584,15723
4247,245686,10956
4713,80360,11542
5629,298388,15173
6305,60390,1714
6609,58715,24192
6768,309820,5653
6952,348836,4970
7040,90180,9846
7137,318374,10744
7162,159365,2289
8366,332375,13193
26398,77294,11935
32031,358082,9928
36401,355295,4442
41569,360717,254
42728,375154,9044
45028,420087,9526
45382,398027,7870
45431,327084,7518
45442,409182,503
45730,452637,9697
45732,465624,4474
46850,492506,35199
47950,427969,1249
50923,469263,5172
51698,768212,2267
54190,445922,4688
511,107889,18133
876,106544,38955
1357,117631,7863
1680,120148,10215
103,118040,2045
280,113870,8438
426,106452,4722
512,111003,25557
674,62711,8069
1069,37101,1834
1299,87553,625
1306,101458,10341
1603,119675,4961
1762,118956,9457
1862,120841,10216
1924,52077,10513
2034,78869,9570
2091,78158,14822
2173,95709,34637
2236,124879,22796
2364,87344,39256
2365,56142,1680
2377,89489,11954
2408,94890,11285
2841,164181,11601
6464,119215,14817
6523,104926,18722
6559,110364,20726
6812,100514,6723
6827,110169,33783
6849,66344,13765
6898,313670,1376
155743,3760922,302688
42734,443536,10982
81564,1001526,38055
1537,117615,11239
2567,131369,11374
1633,120402,55306
2587,123964,6522
3324,186045,25166
3564,158622,889
606,112625,10824
164,112857,8512
287,110671,131957
291,114151,18220
378,111256,15128
387,110399,26352
391,110186,22067
463,107057,4916
479,107286,6
550,111418,10635
626,117891,28121
731,116508,36915
